Name,rarity,collector_number,image_url,Unique ID,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Commoner Legal,LL Legal,total_count,Gravy Bones_total_count,"Scurv, Stowaway_total_count",Puffin_total_count,Marlynn_total_count,average_count_per_normalized_deck,Gravy Bones_average_count_per_normalized_deck,"Scurv, Stowaway_average_count_per_normalized_deck",Puffin_average_count_per_normalized_deck,Marlynn_average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,average_count_per_deck,Gravy Bones_pick_rate,Gravy Bones_average_count_per_deck,"Scurv, Stowaway_pick_rate","Scurv, Stowaway_average_count_per_deck",Puffin_pick_rate,Puffin_average_count_per_deck,Marlynn_pick_rate,Marlynn_average_count_per_deck,weighted_pick_rate
Heave Ho! (blue),rare,SEA057,https://prod-content.fabrary.io/cards/SEA057.webp,6HTFGH8fzF8THpGNjpmHR,3,0,,3,,,,"Pirate, Necromancer, Action",Go again,,,Overpower,,,"""Your next Pirate ally attack this turn gets **overpower** and """"When this hits a hero, create a Gold token.""""",,,,,,,36,36,0,0,0,0.08116260327529884,0.20624195763791692,0.0,0.0,0.0,0.7582363511904764,0.762198275,0.7975172199921293,0.1250847329388501,0.09703504043126684,0.3178859081948005,0.2465753424657534,0.0,0.0,0.0,0.0,0.0,0.0,0.07947147704870013
Yo Ho Ho! (blue),rare,SEA058,https://prod-content.fabrary.io/cards/SEA058.webp,PGQMRR7h9kBt98fnhgnNt,3,0,,3,,,,"Pirate, Necromancer, Action",Go again,,,,,,"""Your next Pirate ally attack this turn gets +1{p} and """"When this hits a hero, create a Gold token.""""",,,,,,,56,56,0,0,0,0.12732300237754743,0.3235399580963705,0.0,0.0,0.0,0.7582363511904764,0.762198275,0.7975172199921293,0.1945762512382113,0.1509433962264151,0.4944891905252452,0.3835616438356164,0.0,0.0,0.0,0.0,0.0,0.0,0.1236222976313113
"Kelpie, Tangled Mess (yellow)",rare,SEA059,https://prod-content.fabrary.io/cards/SEA059.webp,QCKrPkcL9crDhmNhQTnPc,2,0,1,,3,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,"Attack, Go again",,,,"""**Action** - {t}: **Attack**",,,,,,,28,28,0,0,0,0.06388613288491157,0.1623407897280972,0.0,0.0,0.0,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.09912203298095379,0.07547169811320754,0.24870633828715996,0.1917808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.06217658457178999
"Limpit, Hop-a-long (yellow)",rare,SEA060,https://prod-content.fabrary.io/cards/SEA060.webp,cw7GLPjtPFqMHJthzJCbw,2,0,2,,1,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,"Attack, Go again",,,,"""**Action** - {r}, {t}: **Attack**. **Go again**",,,,,,,47,47,0,0,0,0.10818363252927429,0.27490498402986824,0.0,0.0,0.0,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.16638341250374386,0.12668463611859837,0.41747135355344706,0.3219178082191781,0.0,0.0,0.0,0.0,0.0,0.0,0.10436783838836176
"Scooba, Salty Sea Dog (yellow)",rare,SEA061,https://prod-content.fabrary.io/cards/SEA061.webp,9PJ9CMqcgnDMFTR7WW8wq,2,0,4,,4,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,Attack,,,,"""**Action** - {r}{r}{r}, {t}: **Attack**",,,,,,,54,54,0,0,0,0.12155588561570758,0.30888516139333916,0.0,0.0,0.0,0.7582363511904764,0.6789978750000002,0.7975172199921293,0.1911639207489823,0.14555256064690028,0.47964793812523704,0.3698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.11991198453130926
Angry Bones (red),common,SEA062,https://prod-content.fabrary.io/cards/SEA062.webp,kQ6FBdQthJqphzBCzPcB9,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,99,99,0,0,0,0.2228423159398874,0.5662636932445084,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.11438093408517869,0.2668463611859838,0.2911123115848686,0.678082191780822,0.0,0.0,0.0,0.0,0.0,0.0,0.07277807789621715
Angry Bones (yellow),common,SEA063,https://prod-content.fabrary.io/cards/SEA063.webp,jGn7mnKcjTLRfgQH9kChJ,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,89,89,0,0,0,0.19783601596066142,0.5027202871329136,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.10282730437960508,0.2398921832884097,0.261707027586397,0.6095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.06542675689659926
Angry Bones (blue),common,SEA064,https://prod-content.fabrary.io/cards/SEA064.webp,7MCWwM6pBCDcRdFRmTJRC,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +1{p}.",Pirate Necromancer Action - Attack,,,,,,149,149,0,0,0,0.3398208711716578,0.8635174192101716,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,3.2114324117647053,0.1454357299637546,0.40161725067385445,0.36875132502002644,1.0205479452054795,0.0,0.0,0.0,0.0,0.0,0.0,0.09218783125500661
Burly Bones (red),common,SEA065,https://prod-content.fabrary.io/cards/SEA065.webp,BdPrJgdgHTBcQ6gd7RTGc,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,104,104,0,0,0,0.2350897063378652,0.5973854866530685,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.12015774893796549,0.2803234501347709,0.3058149535841044,0.7123287671232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0764537383960261
Burly Bones (yellow),common,SEA066,https://prod-content.fabrary.io/cards/SEA066.webp,rBJ7nHKTc9W6d6P8hK7BQ,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,81,81,0,0,0,0.18397299971464146,0.46749303352145194,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.0935844006151462,0.2183288409703504,0.23818280038761977,0.5547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.05954570009690494
Burly Bones (blue),common,SEA067,https://prod-content.fabrary.io/cards/SEA067.webp,hCT6MJC6bWrdHTmCjJfF6,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",Overpower,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **overpower**.",Pirate Necromancer Action - Attack,,,,,,103,103,0,0,0,0.23422411830298276,0.5951859444548397,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.11900238596740813,0.2776280323450135,0.3028744251842572,0.7054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0757186062960643
Jittery Bones (red),common,SEA068,https://prod-content.fabrary.io/cards/SEA068.webp,FBWddcQRCcJm9mqLNdwtW,1,0,4,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,155,155,0,0,0,0.3522883677349478,0.8951985234908606,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.1790812604363909,0.41778975741239893,0.45578190197630947,1.0616438356164384,0.0,0.0,0.0,0.0,0.0,0.0,0.11394547549407737
Jittery Bones (yellow),common,SEA069,https://prod-content.fabrary.io/cards/SEA069.webp,CRn7J9kmnRCDPDRKbckQQ,2,0,3,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,84,84,0,0,0,0.18984977203982537,0.4824264755258576,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.09705048952681829,0.22641509433962265,0.24700438558716126,0.5753424657534246,0.0,0.0,0.0,0.0,0.0,0.0,0.061751096396790314
Jittery Bones (blue),common,SEA070,https://prod-content.fabrary.io/cards/SEA070.webp,GTNzDNDpq96bffrF66DPG,3,0,2,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,147,147,0,0,0,0.32967697300084364,0.8377408012555685,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,3.2114324117647053,0.14348357251457666,0.39622641509433965,0.3638016428049925,1.0068493150684932,0.0,0.0,0.0,0.0,0.0,0.0,0.09095041070124812
Restless Bones (red),common,SEA071,https://prod-content.fabrary.io/cards/SEA071.webp,DrDF9kFdf8r9M7chBwcK6,1,2,6,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,132,132,0,0,0,0.3010722858934333,0.7650535484004367,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.1525079121135716,0.3557951482479784,0.38814974877982483,0.9041095890410958,0.0,0.0,0.0,0.0,0.0,0.0,0.09703743719495621
Restless Bones (yellow),common,SEA072,https://prod-content.fabrary.io/cards/SEA072.webp,7kCDQpqnLkNbQmzzkcJcz,2,2,5,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,103,103,0,0,0,0.23019901029453882,0.5849577590361226,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,2.2115666117647073,0.11900238596740813,0.2776280323450135,0.3028744251842572,0.7054794520547946,0.0,0.0,0.0,0.0,0.0,0.0,0.0757186062960643
Restless Bones (blue),common,SEA073,https://prod-content.fabrary.io/cards/SEA073.webp,G6qbqK8tRPRF7dMhBRf7C,3,2,4,3,,,,"Pirate, Necromancer, Action, Attack",Go again,,,,,Watery Grave,"When this attacks, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets **go again**.",Pirate Necromancer Action - Attack,,,,,,169,169,0,0,0,0.38321877778485086,0.973795661357395,0.0,0.0,0.0,2.419791868131868,2.4337590117647063,3.2114324117647053,0.16495730445553372,0.4555256064690027,0.41824814717036557,1.1575342465753424,0.0,0.0,0.0,0.0,0.0,0.0,0.10456203679259139
Barnacle (yellow),common,SEA074,https://prod-content.fabrary.io/cards/SEA074.webp,bmQzdmzHNfjGj6Qtf9cbJ,2,2,4,,3,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,Attack,,,,"""**Action** - {t}: **Attack**",,,,,,,123,123,0,0,0,0.27993810941972247,0.7113495794158702,0.0,0.0,0.0,2.419791868131868,2.221924,1.9997316,0.15031352158164826,0.33153638814016173,0.3786679851690549,0.8424657534246576,0.0,0.0,0.0,0.0,0.0,0.0,0.09466699629226373
"Chowder, Hearty Cook (yellow)",common,SEA075,https://prod-content.fabrary.io/cards/SEA075.webp,99R9wJLnb9BPbM6WjttDq,2,3,3,,3,,,"Pirate, Necromancer, Action, Ally",Watery Grave,"Action, Instant",Attack,,,,"""**Action** - {t}: **Attack**",,,,,,,115,115,0,0,0,0.2601008425042974,0.6609411819800981,0.0,0.0,0.0,2.419791868131868,2.221924,1.9997316,0.14053703237308576,0.30997304582210244,0.3540391731255391,0.7876712328767124,0.0,0.0,0.0,0.0,0.0,0.0,0.08850979328138478
"Cutty Shark, Quick Clip (yellow)",common,SEA076,https://prod-content.fabrary.io/cards/SEA076.webp,zFb8FTK6fL7wtcRdcR8gj,2,1,3,,4,,,"Pirate, Necromancer, Action, Ally",Watery Grave,"Action, Once per Turn Action","Attack, Go again",,,,"""**Action** - {r}, {t}: **Attack**",,,,,,,151,151,0,0,0,0.33904456776555886,0.8615447578152214,0.0,0.0,0.0,2.419791868131868,2.221924,2.9995974000000007,0.15451232486653,0.40700808625336926,0.3883602778417252,1.0342465753424657,0.0,0.0,0.0,0.0,0.0,0.0,0.0970900694604313
Riggermortis (yellow),common,SEA077,https://prod-content.fabrary.io/cards/SEA077.webp,jrGCfgFzjRwjWMNCCPzmc,2,1,6,,1,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,Attack,,,,"""**Action** - {r}, {t}: **Attack**",,,,,,,139,139,0,0,0,0.316568223144475,0.8044302108671249,0.0,0.0,0.0,2.419791868131868,2.221924,1.9997316,0.16986649999877323,0.3746630727762803,0.4279256092560864,0.952054794520548,0.0,0.0,0.0,0.0,0.0,0.0,0.1069814023140216
"Shelly, Hardened Traveler (yellow)",common,SEA078,https://prod-content.fabrary.io/cards/SEA078.webp,rc7mWBhpMFfgWcfhmTJCN,2,2,4,,5,,,"Pirate, Necromancer, Action, Ally",Watery Grave,"Action, Instant",,,,,"""**Action** - {r}{r}{r}, {t}: **Attack**",,,,,,,98,98,0,0,0,0.21998113659508087,0.5589931621696917,0.0,0.0,0.0,2.419791868131868,2.221924,1.9997316,0.11976199280489047,0.2641509433962264,0.30170294753306814,0.6712328767123288,0.0,0.0,0.0,0.0,0.0,0.0,0.07542573688326704
Swabbie (yellow),common,SEA079,https://prod-content.fabrary.io/cards/SEA079.webp,HqbJGrbMPHJQWPhN8kcFd,2,3,7,,3,,,"Pirate, Necromancer, Action, Ally",Watery Grave,Action,Attack,,,,"""**Action** - {r}{r}, {t}: **Attack**",,,,,,,144,144,0,0,0,0.32836048014836433,0.8343954666783778,0.0,0.0,0.0,2.419791868131868,2.221924,1.9997316,0.17597680575412478,0.3881401617250674,0.44331861678328377,0.9863013698630136,0.0,0.0,0.0,0.0,0.0,0.0,0.11082965419582094
Head Stone,common,SEA081,https://prod-content.fabrary.io/cards/SEA081.webp,Pm8jQMDcJhBnT8wj6rwFD,,,,1,,,,"Necromancer, Equipment, Head",Battleworn,,,,,,"""**Instant** - Destroy this: Destroy the top card of your deck.",,,,,,,94,94,0,0,0,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.1488909032352094,0.25336927223719674,0.37816493150792624,0.6438356164383562,0.0,0.0,0.0,0.0,0.0,0.0,0.09454123287698156
King Kraken Harpoon (red),mythic,SEA085,https://prod-content.fabrary.io/cards/SEA085.webp,pnjKtMh8BcRHL8NJkFWpL,1,2,6,3,,,,"Pirate, Ranger, Action, Arrow, Attack",Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's a non-attack action card, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,,11,0,0,0,11,0.02540331781248845,0.0,0.0,0.0,0.09616970314727771,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.16665817413147058,0.029649595687331536,0.0,0.0,0.0,0.0,0.0,0.0,0.6294671578415421,0.11224489795918367,0.15736678946038551
King Shark Harpoon (red),mythic,SEA086,https://prod-content.fabrary.io/cards/SEA086.webp,TGmtp7HrQ86JjWhcMfgrh,1,2,6,3,,,,"Pirate, Ranger, Action, Arrow, Attack",Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's an attack action card, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,,9,0,0,0,9,0.019867911200015045,0.0,0.0,0.0,0.07521423525719981,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.13635668792574865,0.02425876010781671,0.0,0.0,0.0,0.0,0.0,0.0,0.5150185836885344,0.09183673469387756,0.1287546459221336
Big Game Trophy Shot (yellow),mythic,SEA087,https://prod-content.fabrary.io/cards/SEA087.webp,mcWPGtmMHtkG7RrMpnKgq,2,2,,3,,,,"Pirate, Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +4{p}. If it has harpoon in its name, it gets """"When this hits a hero, create a Gold token.""""",,,,,,,7,0,0,0,7,0.016493954412396285,0.0,0.0,0.0,0.0624413988469288,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.10605520172002673,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.40057000953552674,0.07142857142857142,0.10014250238388168
Gold the Tip (yellow),mythic,SEA088,https://prod-content.fabrary.io/cards/SEA088.webp,f9RrDh96NLGChKKrC9JGK,2,0,,2,,,,"Pirate, Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,6,0,0,0,6,0.013833529332181621,0.0,0.0,0.0,0.05236978961468757,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.09090445861716577,0.016172506738544475,0.0,0.0,0.0,0.0,0.0,0.0,0.3433457224590229,0.061224489795918366,0.08583643061475572
Blue Fin Harpoon (blue),rare,SEA089,https://prod-content.fabrary.io/cards/SEA089.webp,KtQQggkn6LkFz7dGHNLWj,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's blue, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,,34,0,0,0,34,0.07709758265755484,0.0,0.0,0.0,0.29186942006074335,0.7582363511904764,0.762198275,0.7975172199921293,0.118135581108914,0.09164420485175202,0.0,0.0,0.0,0.0,0.0,0.0,0.44685474962479993,0.3469387755102041,0.11171368740619998
Red Fin Harpoon (blue),rare,SEA090,https://prod-content.fabrary.io/cards/SEA090.webp,tnznnMJqJfzTqCn8QBgBz,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's red, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,,32,0,0,0,32,0.07231964396950794,0.0,0.0,0.0,0.27378150931313716,0.7582363511904764,0.762198275,0.7975172199921293,0.11118642927897789,0.0862533692722372,0.0,0.0,0.0,0.0,0.0,0.0,0.42056917611745875,0.32653061224489793,0.10514229402936469
Yellow Fin Harpoon (blue),rare,SEA091,https://prod-content.fabrary.io/cards/SEA091.webp,QMr7k6cBWr6PJNDFFWgFw,3,2,4,3,,,,"Pirate, Ranger, Action, Arrow, Attack",Go Fish,,,,,,"**Go Fish** - When this hits a hero, they choose and reveal a card from their hand. If it's yellow, they discard it and you create a Gold token. If you've activated a cannon this turn, instead look at their hand and you choose the card.",Pirate Ranger Action - Arrow Attack,,,,No,,32,0,0,0,32,0.07301001752707462,0.0,0.0,0.0,0.2763950663524968,0.7582363511904764,0.762198275,0.7975172199921293,0.11118642927897789,0.0862533692722372,0.0,0.0,0.0,0.0,0.0,0.0,0.42056917611745875,0.32653061224489793,0.10514229402936469
Rusty Harpoon (blue),common,SEA092,https://prod-content.fabrary.io/cards/SEA092.webp,CMbMkj6F86Kj9kPKNBwPN,3,0,1,3,,,,"Pirate, Ranger, Action, Arrow, Attack",,,,,,,,Pirate Ranger Action - Arrow Attack,,,,,,95,0,0,0,95,0.21643236741168387,0.0,0.0,0.0,0.8193511052013747,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10976392543712671,0.2560646900269542,0.0,0.0,0.0,0.0,0.0,0.0,0.4157587147509043,0.9693877551020408,0.10393967868772608
Patch the Hole,common,SEA096,https://prod-content.fabrary.io/cards/SEA096.webp,nJMKbnPpBCWztRhwhngTw,,,,0,,,,"Ranger, Equipment, Head",,Instant,,,,,**Instant** - Destroy this: Return a card from your arsenal to your hand.,Ranger Equipment - Head,,,,,,34,0,0,0,34,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.053854156489331055,0.09164420485175202,0.0,0.0,0.0,0.0,0.0,0.0,0.2037746640202896,0.3469387755102041,0.0509436660050724
Glidewell Fins,common,SEA097,https://prod-content.fabrary.io/cards/SEA097.webp,N8krkMtHG86TBmG8Fp69t,,,,1,,,,"Ranger, Equipment, Arms",Battleworn,,,,,,"""**Action** - {r}, destroy this: Put an arrow from your hand face-up into your arsenal. It gets +1{p} this turn. **Go again**",,,,,,,64,0,0,0,64,,,,,,1.6660106666666663,1.6660106666666663,1.7493112000000002,0.10137252986227022,0.1725067385444744,0.0,0.0,0.0,0.0,0.0,0.0,0.38357583815583923,0.6530612244897959,0.09589395953895981
Barbed Barrage (red),mythic,SEA098,https://prod-content.fabrary.io/cards/SEA098.webp,qbkqDjRTCdJznpTWt8j67,1,1,5,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"As an additional cost to play this, you may pay {r}{r}{r}. If you do, this attacks an additional target.",Ranger Action - Arrow Attack,,,,No,,7,0,0,0,7,0.015898905555239786,0.0,0.0,0.0,0.06018871388769347,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.10605520172002673,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.40057000953552674,0.07142857142857142,0.10014250238388168
Return Fire (red),mythic,SEA099,https://prod-content.fabrary.io/cards/SEA099.webp,CDPwNh676DmWHj7dJzD6N,1,,,4,,,,"Ranger, Block",,,,,,,"When this defends, you may banish an arrow from your hand. If you do, at the start of your next turn, put it face-up into your arsenal and it gets +3{p} until end of turn.",Ranger Block,,,,No,,8,0,0,0,8,0.018112845207113898,0.0,0.0,0.0,0.0685700568555026,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1212059448228877,0.0215633423180593,0.0,0.0,0.0,0.0,0.0,0.0,0.4577942966120305,0.08163265306122448,0.11444857415300763
Drop the Anchor (red),rare,SEA100,https://prod-content.fabrary.io/cards/SEA100.webp,nzhkqMtnDtP7HP8NRWpTP,1,0,,2,,,,"Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +3{p} and """"When this hits a hero, {t} them and all allies they control.""""",,,,,,,27,0,0,0,27,0.0597634700156543,0.0,0.0,0.0,0.22624742220211985,0.7582363511904764,0.762198275,0.7975172199921293,0.09381354970413759,0.07277628032345014,0.0,0.0,0.0,0.0,0.0,0.0,0.3548552423491058,0.2755102040816326,0.08871381058727645
Fire in the Hole (red),rare,SEA101,https://prod-content.fabrary.io/cards/SEA101.webp,qnr8rHRmfzBbrgbjM9GjG,1,0,,2,,,,"Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,28,0,0,0,28,0.06294358094117464,0.0,0.0,0.0,0.23828641356301827,0.7582363511904764,0.762198275,0.7975172199921293,0.09728812561910564,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.3679980291027764,0.2857142857142857,0.0919995072756941
Monkey Powder (red),rare,SEA102,https://prod-content.fabrary.io/cards/SEA102.webp,qrzhp6bWn7rbTFt9fHw7k,1,3,,2,,,,"Ranger, Action",Go again,,,Overpower,,,"""Your next arrow attack this turn gets +1{p} and **overpower**.",,,,,,,20,0,0,0,20,0.044657159001335024,0.0,0.0,0.0,0.1690592447907683,0.7582363511904764,0.762198275,0.7975172199921293,0.06949151829936118,0.05390835579514825,0.0,0.0,0.0,0.0,0.0,0.0,0.2628557350734117,0.20408163265306123,0.06571393376835293
Hook (blue),rare,SEA103,https://prod-content.fabrary.io/cards/SEA103.webp,9tPpWpwwJdjzdcBppcpQq,3,0,,3,,,,"Ranger, Action",Go again,,,,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets +1{p} this turn.",,,,,,,27,0,0,0,27,0.059972249600884,0.0,0.0,0.0,0.22703780206048943,0.7582363511904764,0.762198275,0.7975172199921293,0.09381354970413759,0.07277628032345014,0.0,0.0,0.0,0.0,0.0,0.0,0.3548552423491058,0.2755102040816326,0.08871381058727645
Line (blue),rare,SEA104,https://prod-content.fabrary.io/cards/SEA104.webp,8CRqBFWrD7R7kCrnJbKr9,3,0,,3,,,,"Ranger, Action",Go again,,,Go again,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets **go again** this turn.",,,,,,,22,0,0,0,22,0.049828002288186804,0.0,0.0,0.0,0.1886345800909929,0.7582363511904764,0.762198275,0.7975172199921293,0.0764406701292973,0.05929919137466307,0.0,0.0,0.0,0.0,0.0,0.0,0.2891413085807529,0.22448979591836735,0.07228532714518822
Sinker (blue),rare,SEA105,https://prod-content.fabrary.io/cards/SEA105.webp,z8hRmWFtTQPPC8pDR9jTw,3,0,,3,,,,"Ranger, Action",Go again,,,Overpower,,,"""Look at the top card of your deck. If it's an arrow, you may put it face-up into your arsenal. If you do, it gets **overpower** this turn.",,,,,,,21,0,0,0,21,0.047513622734972456,0.0,0.0,0.0,0.17987300035382428,0.7582363511904764,0.762198275,0.7975172199921293,0.07296609421432923,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.2759985218270823,0.21428571428571427,0.06899963045677057
Dry Powder Shot (red),common,SEA106,https://prod-content.fabrary.io/cards/SEA106.webp,c98tqCFBpDpkCNbkkT8mg,1,0,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put face-up into your arsenal, it gets +2{p} this turn.",Ranger Action - Arrow Attack,,,,,,91,0,0,0,91,0.20679569115980145,0.0,0.0,0.0,0.7828694022478198,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10514228647135294,0.24528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.3982530846561294,0.9285714285714286,0.09956327116403235
Entangling Shot (red),common,SEA107,https://prod-content.fabrary.io/cards/SEA107.webp,JKqPrBhgGqjjWjnwBPpJN,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put face-up into your arsenal, you may {t} target hero.",Ranger Action - Arrow Attack,,,,,,88,0,0,0,88,0.1997127289427051,0.0,0.0,0.0,0.7560553309973835,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10167605724702262,0.2371967654986523,0.0,0.0,0.0,0.0,0.0,0.0,0.3851238620850482,0.8979591836734694,0.09628096552126204
Nettling Shot (red),common,SEA108,https://prod-content.fabrary.io/cards/SEA108.webp,fhmnPQWbBz77qwmWDL6hT,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put face-up into your arsenal, you may {t} target ally.",Ranger Action - Arrow Attack,,,,,,75,0,0,0,75,0.17128596829715828,0.0,0.0,0.0,0.6484397371249564,2.4196932014652024,2.4336603450980396,2.211477811764707,0.08665573060825793,0.20215633423180593,0.0,0.0,0.0,0.0,0.0,0.0,0.32823056427702973,0.7653061224489796,0.08205764106925743
Scouting Shot (red),common,SEA109,https://prod-content.fabrary.io/cards/SEA109.webp,mTbrkkQFPRjRGNJMPtF7Q,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put face-up into your arsenal, you may look at the top card of your deck.",Ranger Action - Arrow Attack,,,,,,79,0,0,0,79,0.1789770716891538,0.0,0.0,0.0,0.6775560571089394,2.4196932014652024,2.4336603450980396,2.211477811764707,0.09127736957403168,0.21293800539083557,0.0,0.0,0.0,0.0,0.0,0.0,0.34573619437180464,0.8061224489795918,0.08643404859295116
